Structure,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
19,167.38658,133.3698933,47.34339,30.44483836,144.7087889,85.34907191,0.401700198,-3.465074003
20,175.9308533,131.6509433,51.45954333,33.81540662,146.4109133,94.19443123,0.392773896,-3.480923034
21,172.0658367,136.2086833,54.52524333,32.34855794,148.1610678,90.46203602,0.398239084,-3.491635782
22,183.3470533,131.1446167,58.85451,42.39396572,148.5454289,116.1339243,0.369698757,-3.492504614
23,181.4958833,130.7023567,60.23242333,42.53644896,147.6335322,116.4275706,0.368562414,-3.484211027
24,179.28577,133.1929667,53.46323667,38.01397067,148.5572344,105.0790956,0.382111547,-3.495059418
25,178.6994233,132.02419,57.64450667,39.42823584,147.5826011,108.612395,0.377342819,-3.484284191
26,182.6257233,140.6827033,63.78244667,40.82312063,154.66371,112.5655576,0.378698589,-3.531704874
27,183.2464867,140.6422367,64.03404667,41.09555239,154.8436533,113.2663494,0.378085253,-3.5389148
28,184.1888433,140.20113,64.87371667,42.02964204,154.8637011,115.628493,0.37555886,-3.539024984
29,186.97151,135.08071,62.02113667,43.66699292,152.3776433,119.5784155,0.369208268,-3.506556079
30,184.40731,136.60185,64.05909,43.03932712,152.5370033,118.0181166,0.371049741,-3.503668464
31,175.6246133,140.06574,50.68988667,33.29615092,151.9186978,93.08774581,0.397875479,-3.496122193
32,179.5618067,138.0135833,55.24208333,36.99516307,151.8629911,102.6500071,0.387343622,-3.493704373
33,179.3171233,138.6098967,53.04024667,36.05333959,152.1789722,100.2436424,0.390212994,-3.488113003
34,177.9757767,136.1937967,54.29884667,36.56678835,150.1211233,101.4622431,0.387355134,-3.445069346
35,176.2612,136.9642367,50.57681667,34.5577684,150.0632244,96.2824089,0.393064619,-3.441804938
36,175.7523,139.29062,51.00256333,33.65794616,151.4445133,94.00943006,0.396541393,-3.519018677
37,175.8639633,138.50569,51.82822,34.31620222,150.9584478,95.69723861,0.394344835,-3.514479676
38,179.45772,137.4470667,54.26379,36.91065197,151.4506178,102.4121907,0.387298588,-3.519825489
39,179.62087,136.44672,56.51934333,38.25431714,150.8381033,105.817436,0.383078354,-3.491664572
40,178.8593033,135.27699,55.27048,37.77062,149.8044278,104.5269655,0.383707303,-3.472223808
41,181.9180667,134.7876967,63.39946333,42.48403668,150.49782,116.4907198,0.370994012,-3.597114714
42,180.2329767,135.6154767,64.08549333,41.48433384,150.4879767,113.9795903,0.37376667,-3.599790709
43,166.7243433,132.5473067,51.02129,32.67309859,143.9396522,91.124465,0.394487651,-3.437559466
44,177.3669733,129.34296,56.01707333,39.74472222,145.3509644,109.2741991,0.374700752,-3.454065474
45,173.5812133,128.4614267,50.37279667,36.08697002,143.5013556,99.88782118,0.383987366,-3.443360906
46,178.6005667,135.9016167,65.42358333,41.53707485,150.1346,114.0896639,0.373347356,-3.619879171
47,181.2290567,135.4207633,66.89594333,43.36521058,150.6901944,118.7084358,0.368705861,-3.631229961
48,175.03158,126.8119333,55.6636,39.60800194,142.8851489,108.773293,0.373122698,-3.411578231
49,172.2230533,129.3840033,49.08185333,34.8835408,143.6636867,96.81464196,0.3876837,-3.411183468
50,169.5970967,129.99111,54.46720667,35.7332523,143.1931056,98.96744981,0.384808875,-3.424939367
51,181.8809033,135.3274867,68.71368667,43.85353354,150.8452922,119.9378764,0.367482466,-3.659822005
52,184.3034733,133.8160767,71.13120667,46.52039685,150.6452089,126.5360857,0.360006516,-3.654204363
53,171.0668267,126.51269,50.51706333,34.88922305,141.3640689,96.71141337,0.385978318,-3.374149336
54,175.0938333,125.8547033,54.02362,38.59930961,142.2677467,106.1939417,0.375593796,-3.390802219
55,158.6955967,133.1476067,47.17775,27.06497295,141.6636033,76.33370843,0.410193695,-3.386398296
56,188.3807,123.7640533,73.32868,52.69453861,145.3029356,141.0347289,0.33822909,-3.524282384
57,183.9082367,125.6190067,78.72725,51.45026693,145.04875,138.0305239,0.341397549,-3.526528996
58,181.3141233,126.54478,63.37263667,45.21043885,144.8012278,122.8461398,0.358603708,-3.530152996
59,166.8398067,131.41283,44.14947333,30.53743639,143.2218222,85.53324047,0.400465307,-3.229300007
60,165.46963,131.9808267,40.40983333,27.97047688,143.1437611,78.78018075,0.408273822,-3.239068075
61,166.0112533,133.4262867,42.52665333,27.82952461,144.2879422,78.4452032,0.409388128,-3.237926193
62,187.67824,145.84254,68.83342,42.73694009,159.7877733,117.7160196,0.377216284,-3.679895067
63,192.92387,143.52869,66.63951,44.76222931,159.99375,122.8316213,0.372045396,-3.681146041
64,189.4392867,145.4461833,68.45593,43.34510152,160.1105511,119.2721889,0.375843921,-3.682449169
65,182.42819,129.6856833,65.10918,45.03585362,147.2665189,122.6091185,0.361238975,-3.584332216
66,182.82338,128.9779733,66.92326,45.98842278,146.9264422,124.9307049,0.358284296,-3.581119702
67,176.74428,128.46129,59.28448333,41.14031883,144.55562,112.7269785,0.370030444,-3.476357568
68,184.3673767,142.4451833,67.12231667,42.14955701,156.4192478,116.026928,0.376371856,-3.610734179
69,183.8479567,142.4525233,65.39976,41.26021256,156.2510011,113.7667493,0.378649578,-3.601213011
70,165.0495967,135.6303267,36.20430333,22.55868521,145.43675,64.34899923,0.42625775,-3.347358006
71,166.9081333,129.98579,41.65997,29.94013799,142.2932378,83.9335516,0.401689458,-3.298260428
72,175.4401933,129.3351,53.84369,38.09893963,144.7034644,105.0750875,0.378976536,-3.312003973
73,190.8869433,140.2737133,73.86378667,48.08106111,157.14479,130.8935023,0.361175266,-3.675173629
74,171.20482,128.0005733,62.35258,39.98473987,142.4019889,109.6878804,0.371621783,-3.487316741
75,176.40194,126.6144233,71.49075,46.791155,143.2102622,126.5868696,0.352679471,-3.494768169
76,190.8153733,123.26136,82.64692333,57.31953606,145.7793644,152.0325279,0.326184215,-3.551629816
77,171.98189,128.3764367,41.76063,30.79332866,142.9115878,86.18953251,0.399483854,-3.174320938
78,193.5753633,146.1863367,69.3199,44.94700869,161.9826789,123.4250205,0.373005948,-3.71668899
79,195.1756333,145.5441567,69.11701667,45.82485796,162.0879822,125.6349096,0.370816138,-3.715942653
80,162.9523667,133.3579433,39.02791,26.43979237,143.2227511,74.72137039,0.413047601,-3.197654594
81,166.3430233,132.1768167,42.62698,29.41221911,143.5655522,82.59617519,0.404113285,-3.201588009
82,188.7123667,147.4032433,65.90106333,41.45474005,161.1729511,114.5437521,0.381551928,-3.679859683
83,171.17483,128.18109,68.53676667,42.38263249,142.5123367,115.6802717,0.364713149,-3.512911899
84,178.97922,125.4616233,77.49693333,50.31382355,143.3008222,135.1268415,0.342840118,-3.517647722
85,165.21925,131.0574067,66.37116,38.72361672,142.4446878,106.5184924,0.375368592,-3.511451026
86,168.2126067,130.3825967,34.01599,26.41798132,142.9926,74.65634052,0.412983445,-3.139580081
87,168.4152867,129.9434767,34.80576333,26.84033573,142.7674133,75.77258114,0.411543095,-3.137520968
88,170.4044,129.23785,36.79105333,28.28216693,142.9600333,79.59750482,0.40720308,-3.138443587
89,196.6675167,147.64783,67.32543,44.55731702,163.9877256,122.5706724,0.375426985,-3.717944252
90,195.3019933,148.2758467,66.63540667,43.88373489,163.9512289,120.8672901,0.377130849,-3.717887165
91,189.7782833,146.3548967,66.94963333,42.61695502,160.8293589,117.4746275,0.378261626,-3.718125238
1,195.21305,143.0629933,72.90054333,47.10749849,160.4463456,128.7245337,0.366284964,-3.806476254
2,193.6018,143.79513,72.82565333,47.19523324,160.3973533,128.9393507,0.366020908,-3.793296044
3,189.0843033,148.9249867,71.56667667,42.80858425,162.3114256,118.0476522,0.37878482,-3.789569864
4,174.8269,132.3115067,42.85259333,30.83222991,146.4833044,86.432502,0.401658301,-3.417411808
5,165.85419,136.7312567,37.08302,23.48587635,146.4389011,66.88211061,0.42387939,-3.422866413
6,164.0848233,135.4226,33.91544333,23.7565633,144.9766744,67.57844855,0.422311125,-3.414281964
7,179.9957933,136.05055,72.15349667,44.6602008,150.6989644,121.9352775,0.365144752,-3.67292741
8,177.5095067,135.6054367,63.24628,40.51396512,149.57346,111.4768945,0.375783562,-3.664041131
9,185.7084333,133.9427667,74.82757333,48.78872155,151.1979889,132.151865,0.354328017,-3.672584818
10,218.3027167,149.44032,86.19051667,59.56908164,172.3944522,160.2497131,0.345074565,-4.282269736
11,223.0442667,147.83693,89.46881333,63.04681643,172.9060422,168.6429901,0.337442552,-4.301571183
12,222.6144,148.8685433,89.43579,62.6440968,173.4504956,167.7385721,0.338821858,-4.301995163
13,193.5205,138.31107,73.48782,49.22195086,156.7142133,133.6710569,0.357839892,-3.788568723
14,190.78775,137.83633,67.96108333,46.29628886,155.4868033,126.3487299,0.364566502,-3.798853464
15,187.8436967,140.8707533,66.06348667,43.36128303,156.5284011,119.0873753,0.373199396,-3.7917019
16,195.2930467,139.3520533,69.95165333,48.1969042,157.9990511,131.2454349,0.361554617,-3.805854726
17,194.17543,139.61416,68.92480333,47.44578938,157.80125,129.3714187,0.363360378,-3.809789893
18,190.6820833,140.0830433,69.00312667,46.12073854,156.94939,126.0184025,0.366179365,-3.801770998
19,186.8111333,136.1798833,60.57606667,42.11200337,153.0569667,115.7227168,0.373987314,-3.619506777
20,182.1917133,138.4400167,58.26806,39.16295302,153.0239156,108.2538325,0.382094865,-3.616597242
21,182.8420433,138.7213,57.93882333,38.72828883,153.4282144,107.1677834,0.383585315,-3.606820067
22,187.7097067,138.1009367,70.15835333,46.0945412,154.6371933,125.7854987,0.364429447,-3.736968182
23,192.89474,133.4639333,68.80932,48.90992698,153.2742022,132.6230699,0.355788876,-3.743473212
24,187.1134967,137.19779,67.45223,45.0419443,153.8363589,123.1105966,0.366621695,-3.742081736
25,205.32172,142.5034067,78.88549667,54.30634729,163.4428444,146.6741439,0.350432787,-4.032254958
26,202.1847,145.32344,75.91493,49.79126195,164.2771933,135.667195,0.362359475,-4.033932973
27,203.13599,142.9038633,75.84694,52.33107924,162.9812389,141.8149482,0.354978249,-4.019489478
28,193.4632167,147.1667333,67.70964333,44.06933501,162.5988944,121.253519,0.375713055,-3.776471222
29,195.0476833,146.8158867,69.56020667,45.44906798,162.8931522,124.745402,0.372364798,-3.780437264
30,195.1386633,146.8191767,69.59228,45.49871793,162.9256722,124.8721934,0.372260572,-3.780379258
31,166.2102333,132.3490633,38.22841667,27.17406848,143.63612,76.68619808,0.411017974,-3.234118478
32,167.8755067,132.1896333,41.83191333,28.79140593,144.0849244,80.98032173,0.406328019,-3.233403804
33,163.7955933,133.76422,37.80438,24.74381787,143.7746778,70.20404944,0.418617972,-3.231193866
34,183.56476,128.1981633,76.71219667,50.5666678,146.6536956,136.0618186,0.345370622,-3.594638014
35,187.3706067,126.99733,77.22702,52.96460175,147.1217556,141.8692481,0.339283629,-3.600210535
36,184.9175467,127.5871433,79.12427667,52.34289054,146.6972778,140.3374551,0.340558896,-3.602519679
37,242.07459,154.4967133,103.1032667,73.10821494,183.6893389,193.6356928,0.324308718,-4.576358073
38,240.27595,155.0733467,102.55574,72.0335168,183.4742144,191.0923914,0.326413036,-4.57119141
39,241.6582333,154.31731,103.26226,73.06144604,183.4309511,193.4944139,0.324189599,-4.575501717
43,200.7914367,142.66306,77.53410667,52.21837327,162.0391856,141.4596349,0.354500591,-3.971865695
44,200.21149,140.8079633,76.97099,51.79051711,160.6091389,140.2918989,0.354416858,-3.987420653
45,205.3257567,139.65739,83.67554667,57.36576086,161.5468456,153.8825651,0.341240514,-3.985843104
46,189.07096,141.3021033,63.56768,42.87508,157.2250556,117.9074967,0.375011973,-3.840878217
47,198.4350733,139.3068867,66.04208333,46.64914401,159.0162822,127.4814153,0.366385365,-3.84836285
48,186.5909267,142.8947433,61.98133,40.38897268,157.4601378,111.6230422,0.381850476,-3.834030233
49,190.0908833,133.7606233,66.37065333,46.90176762,152.5373767,127.6247367,0.360553591,-3.594551392
50,188.0368433,133.5213767,64.29282667,45.36130783,151.6931989,123.7489111,0.364035971,-3.593976882
51,180.3176467,137.3731367,62.99121667,40.90113073,151.6879733,112.5843173,0.376298348,-3.594142592
1,217.45347,156.1178233,71.71986,50.91365763,176.5630389,139.346959,0.368463449,-4.238399984
2,216.7256167,157.3358033,76.18257333,51.93864232,177.1324078,141.9424997,0.366444071,-4.247234425
3,221.6083033,154.0232933,73.55540333,53.72804498,176.55163,146.339497,0.361853917,-4.264616141
4,209.79758,151.9535267,70.44376667,49.01874719,171.2348778,134.246195,0.369335231,-4.131585278
5,209.9473933,149.7212033,74.24446667,51.53401771,169.7966,140.398226,0.362189795,-4.142536288
6,208.33477,150.73646,70.96812,49.03558984,169.9358967,134.198916,0.368382805,-4.149237177
7,213.1584567,154.5272667,71.2273,49.18721484,174.0709967,134.8592579,0.370877151,-4.245998618
8,204.8371,147.7890033,68.61612333,48.03743067,166.8050356,131.4898976,0.368619177,-4.093726426
9,201.0547267,151.3294467,65.96079,43.64957875,167.90454,120.5062053,0.380382225,-4.082158661
10,199.0388433,144.74837,65.41967333,45.92033554,162.8451944,125.9246111,0.371120328,-3.960275946
11,211.1906967,150.1195567,75.05634333,52.19740693,170.4766033,142.0902457,0.361085292,-4.13844687
12,210.6492267,150.2993367,72.25924,50.72585927,170.4159667,138.4414589,0.364604374,-4.121325723
13,207.1048,151.1843767,67.53292667,47.23993624,169.8245178,129.694171,0.372717465,-4.200585777
14,210.8379833,153.1075967,73.40621667,50.10715668,172.3510589,137.0409548,0.367478858,-4.187220355
15,213.8693933,152.6015867,76.72611,52.62509217,173.0241889,143.3427682,0.361924153,-4.184552958
16,244.09572,156.1755,100.5202233,72.08367173,185.48224,191.4500391,0.327970916,-4.628795813
17,244.2955267,155.45302,101.6842,72.81456421,185.0671889,193.1165052,0.32608433,-4.634925663
18,238.7611,156.5021533,97.80029,69.0303664,183.9218022,184.0632774,0.333205131,-4.619068494
19,184.4779267,135.96501,79.23419667,48.33697577,152.1359822,131.1239334,0.356352267,-3.742620498
20,186.0996033,134.86816,73.55769667,46.71597902,151.9453078,127.1201323,0.360563718,-3.743743795
21,184.19367,135.79626,77.32827,47.66322739,151.92873,129.4523744,0.357990021,-3.734575491
22,170.4622333,138.62519,35.15805333,25.33857077,149.2375378,71.94399752,0.419653819,-3.386038032
23,170.9815,136.5081433,33.46646333,25.37797535,147.9992622,72.01755478,0.418898746,-3.386232921
24,167.9494333,140.2272567,33.96457,23.07819345,149.4679822,65.84567352,0.426577728,-3.387048992
25,201.8695433,150.42122,71.31329,47.37534016,167.5706611,129.8856574,0.370815038,-3.895244991
26,202.4983967,150.2727633,72.31889333,48.01438541,167.6813078,131.4924996,0.369303163,-3.897369405
27,203.65351,149.6907467,73.68386667,49.16494983,167.6783344,134.3626918,0.36644797,-3.900781244
28,281.4519633,196.9689633,73.8051,58.93387778,225.1299633,162.612244,0.379616022,-5.122494691
29,282.5498867,196.9380767,75.78663333,60.20693611,225.4753467,165.8581982,0.377401084,-5.120068269
30,280.2002967,197.6420867,73.56966667,58.30218034,225.16149,161.0095415,0.380819213,-5.117449004
